epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
106,4330.64,0.93838,2.41676,1.11505,0.7507,0.70796,0.74179,0.4531,2.0737,6.19301,1.99032,0.000328797,0.000109599,0.000328797,0.000109599,0.000328797,0.000109599,0.000328797,0.000109599
107,4371.2,0.92552,2.36306,1.11214,0.76183,0.7023,0.74463,0.45043,2.07608,6.2809,1.99381,0.000321728,0.000107243,0.000321728,0.000107243,0.000321728,0.000107243,0.000321728,0.000107243
108,4412.14,0.93244,2.40291,1.12293,0.75419,0.70898,0.74504,0.45164,2.07783,6.2221,1.99103,0.00031466,0.000104887,0.00031466,0.000104887,0.00031466,0.000104887,0.00031466,0.000104887
109,4453.12,0.9218,2.32795,1.11141,0.74951,0.71097,0.74303,0.45392,2.07176,6.29992,1.97614,0.000307591,0.00010253,0.000307591,0.00010253,0.000307591,0.00010253,0.000307591,0.00010253
110,4493.87,0.92503,2.32362,1.11511,0.74723,0.70918,0.74161,0.45054,2.06414,6.29612,1.98221,0.000300523,0.000100174,0.000300523,0.000100174,0.000300523,0.000100174,0.000300523,0.000100174
111,4534.79,0.92704,2.30296,1.11202,0.74927,0.7137,0.74515,0.45026,2.07808,6.3522,1.99476,0.000293454,9.7818e-05,0.000293454,9.7818e-05,0.000293454,9.7818e-05,0.000293454,9.7818e-05
112,4575.56,0.92465,2.36201,1.11097,0.75124,0.71273,0.74588,0.45478,2.05965,6.36188,1.96931,0.000286385,9.54618e-05,0.000286385,9.54618e-05,0.000286385,9.54618e-05,0.000286385,9.54618e-05
113,4616.24,0.92462,2.34494,1.10734,0.75135,0.71147,0.74492,0.45696,2.03569,6.32647,1.96228,0.000279317,9.31056e-05,0.000279317,9.31056e-05,0.000279317,9.31056e-05,0.000279317,9.31056e-05
114,4657.02,0.92422,2.30147,1.10625,0.75872,0.70999,0.74582,0.45709,2.05721,6.26505,1.98252,0.000272248,9.07494e-05,0.000272248,9.07494e-05,0.000272248,9.07494e-05,0.000272248,9.07494e-05
115,4697.72,0.92679,2.31331,1.12386,0.73535,0.72551,0.74532,0.45239,2.10528,6.29496,2.03046,0.00026518,8.83932e-05,0.00026518,8.83932e-05,0.00026518,8.83932e-05,0.00026518,8.83932e-05
116,4738.46,0.92607,2.34137,1.11555,0.73247,0.72931,0.74168,0.45398,2.08354,6.2954,2.00875,0.000258111,8.6037e-05,0.000258111,8.6037e-05,0.000258111,8.6037e-05,0.000258111,8.6037e-05
117,4779.05,0.90349,2.25,1.10788,0.73195,0.72969,0.74274,0.45399,2.07208,6.33218,2.00205,0.000251042,8.36808e-05,0.000251042,8.36808e-05,0.000251042,8.36808e-05,0.000251042,8.36808e-05
118,4819.87,0.89628,2.2006,1.10884,0.74056,0.72165,0.74196,0.45069,2.09163,6.25375,2.02444,0.000243974,8.13246e-05,0.000243974,8.13246e-05,0.000243974,8.13246e-05,0.000243974,8.13246e-05
119,4860.51,0.91768,2.33208,1.11396,0.74526,0.71722,0.74472,0.45319,2.06587,6.33753,2.01017,0.000236905,7.89684e-05,0.000236905,7.89684e-05,0.000236905,7.89684e-05,0.000236905,7.89684e-05
120,4901.51,0.93633,2.30527,1.11343,0.74644,0.7161,0.74342,0.45196,2.07941,6.38543,2.01861,0.000229837,7.66122e-05,0.000229837,7.66122e-05,0.000229837,7.66122e-05,0.000229837,7.66122e-05
121,4942.47,0.91432,2.25054,1.11344,0.75393,0.71269,0.74411,0.45392,2.07495,6.35404,1.99973,0.000222768,7.4256e-05,0.000222768,7.4256e-05,0.000222768,7.4256e-05,0.000222768,7.4256e-05
122,4983.19,0.91936,2.24661,1.10762,0.74821,0.71559,0.74511,0.45596,2.06778,6.44203,1.9891,0.000215699,7.18998e-05,0.000215699,7.18998e-05,0.000215699,7.18998e-05,0.000215699,7.18998e-05
123,5023.75,0.91757,2.28034,1.10901,0.73941,0.72481,0.74532,0.45849,2.03955,6.47826,1.97271,0.000208631,6.95436e-05,0.000208631,6.95436e-05,0.000208631,6.95436e-05,0.000208631,6.95436e-05
124,5064.52,0.89839,2.2569,1.10672,0.74052,0.72512,0.74475,0.45663,2.05698,6.45552,1.98019,0.000201562,6.71874e-05,0.000201562,6.71874e-05,0.000201562,6.71874e-05,0.000201562,6.71874e-05
125,5105.26,0.91217,2.30193,1.11198,0.76014,0.708,0.74672,0.45787,2.04418,6.42866,1.96379,0.000194494,6.48312e-05,0.000194494,6.48312e-05,0.000194494,6.48312e-05,0.000194494,6.48312e-05
126,5146.25,0.9158,2.28985,1.10266,0.74821,0.71737,0.74359,0.45754,2.04351,6.49453,1.95884,0.000187425,6.2475e-05,0.000187425,6.2475e-05,0.000187425,6.2475e-05,0.000187425,6.2475e-05
127,5187.04,0.92555,2.34359,1.12741,0.75874,0.70372,0.74231,0.45409,2.06998,6.44561,1.98623,0.000180356,6.01188e-05,0.000180356,6.01188e-05,0.000180356,6.01188e-05,0.000180356,6.01188e-05
128,5227.87,0.89761,2.20232,1.11506,0.75656,0.70867,0.74281,0.45686,2.06339,6.40523,1.98506,0.000173288,5.77626e-05,0.000173288,5.77626e-05,0.000173288,5.77626e-05,0.000173288,5.77626e-05
129,5268.69,0.88905,2.19251,1.09801,0.74014,0.72348,0.74184,0.45529,2.06832,6.39423,1.99169,0.000166219,5.54064e-05,0.000166219,5.54064e-05,0.000166219,5.54064e-05,0.000166219,5.54064e-05
