epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,1132.21,1.3665,4.06424,1.27263,0.83732,0.96586,0.96778,0.67163,1.42813,3.09058,1.26772,0.0005149,0.0005149,0.0005149
51,1152.8,1.31542,4.0987,1.25614,0.8119,0.97541,0.95559,0.6415,1.47339,3.06037,1.29015,0.000505,0.000505,0.000505
52,1172.13,1.37313,4.11228,1.26645,0.84101,0.96242,0.97614,0.66162,1.45464,2.99177,1.27999,0.0004951,0.0004951,0.0004951
53,1191.25,1.37041,4.08203,1.27558,0.92451,0.93727,0.97842,0.69164,1.36223,2.84038,1.21351,0.0004852,0.0004852,0.0004852
54,1218.38,1.31779,3.94155,1.24823,0.88797,0.96508,0.97426,0.68618,1.32858,2.81563,1.21951,0.0004753,0.0004753,0.0004753
55,1237.08,1.35428,4.03621,1.25316,0.90371,0.92424,0.96578,0.66541,1.41114,2.89844,1.26925,0.0004654,0.0004654,0.0004654
56,1257.04,1.35131,4.0319,1.25993,0.874,0.94899,0.96459,0.66623,1.41093,2.80334,1.24262,0.0004555,0.0004555,0.0004555
57,1277.2,1.34151,4.05484,1.2587,0.9032,0.95448,0.98127,0.67804,1.44239,2.79257,1.26541,0.0004456,0.0004456,0.0004456
58,1296.18,1.28286,3.67796,1.21716,0.88887,0.94539,0.98061,0.69773,1.34315,2.71276,1.22495,0.0004357,0.0004357,0.0004357
59,1316.1,1.33661,4.06129,1.24405,0.9223,0.94082,0.98021,0.68987,1.36443,2.65856,1.22353,0.0004258,0.0004258,0.0004258
60,1336.37,1.34247,3.8563,1.24727,0.94423,0.91024,0.98464,0.69592,1.30278,2.62276,1.20116,0.0004159,0.0004159,0.0004159
61,1356.54,1.34225,3.9359,1.25329,0.93053,0.93154,0.97613,0.72066,1.20054,2.66241,1.15591,0.000406,0.000406,0.000406
62,1375.81,1.28962,3.79303,1.23759,0.89871,0.92812,0.96163,0.6987,1.25341,2.62845,1.17298,0.0003961,0.0003961,0.0003961
63,1395.15,1.26121,3.6597,1.20979,0.91174,0.93163,0.9758,0.7093,1.27101,2.64857,1.18058,0.0003862,0.0003862,0.0003862
64,1415.01,1.31227,3.76332,1.2476,0.93209,0.95342,0.98154,0.71818,1.31238,2.60001,1.19215,0.0003763,0.0003763,0.0003763
65,1434.99,1.25524,3.67213,1.21184,0.93749,0.95343,0.98345,0.7226,1.26391,2.48965,1.17541,0.0003664,0.0003664,0.0003664
66,1455.73,1.29952,3.5212,1.2116,0.91987,0.95106,0.97593,0.7158,1.25334,2.51578,1.16901,0.0003565,0.0003565,0.0003565
67,1474.84,1.26416,3.52469,1.21097,0.94555,0.95721,0.98488,0.74051,1.16532,2.4357,1.13488,0.0003466,0.0003466,0.0003466
68,1493.57,1.30657,3.66607,1.25482,0.93703,0.96426,0.98713,0.73126,1.2154,2.49109,1.15972,0.0003367,0.0003367,0.0003367
69,1512.73,1.26848,3.61392,1.22314,0.95078,0.97001,0.98843,0.71919,1.28534,2.46962,1.1789,0.0003268,0.0003268,0.0003268
70,1533.27,1.26783,3.59425,1.21108,0.89984,0.98116,0.98761,0.72592,1.24808,2.46808,1.16591,0.0003169,0.0003169,0.0003169
71,1554.12,1.28469,3.65503,1.23159,0.89729,0.97729,0.98836,0.69898,1.35352,2.4897,1.19694,0.000307,0.000307,0.000307
72,1572.43,1.25843,3.56503,1.20934,0.9316,0.95107,0.98858,0.71563,1.26079,2.46213,1.17514,0.0002971,0.0002971,0.0002971
73,1590.49,1.23263,3.48951,1.20593,0.9332,0.96525,0.98055,0.71526,1.26804,2.42252,1.18632,0.0002872,0.0002872,0.0002872
74,1609.32,1.22155,3.32967,1.19352,0.93708,0.97285,0.98833,0.72292,1.29622,2.40542,1.1942,0.0002773,0.0002773,0.0002773
75,1628.39,1.24709,3.66841,1.2073,0.93094,0.9742,0.98687,0.71974,1.28095,2.39553,1.18958,0.0002674,0.0002674,0.0002674
76,1649.15,1.2316,3.39936,1.18868,0.93233,0.98267,0.9878,0.72646,1.30799,2.41397,1.19279,0.0002575,0.0002575,0.0002575
77,1667.35,1.20188,3.26938,1.17557,0.94107,0.97694,0.98509,0.73672,1.21988,2.2998,1.16235,0.0002476,0.0002476,0.0002476
78,1686.5,1.26534,3.38385,1.23124,0.94044,0.98081,0.9884,0.70785,1.3876,2.44433,1.22523,0.0002377,0.0002377,0.0002377
79,1705.4,1.20457,3.20243,1.18424,0.95328,0.96741,0.98957,0.73345,1.25109,2.31195,1.16816,0.0002278,0.0002278,0.0002278
80,1723.63,1.20537,3.24066,1.18519,0.95244,0.97286,0.99028,0.73283,1.22078,2.28797,1.16142,0.0002179,0.0002179,0.0002179
81,1821.74,1.00478,2.52495,1.13546,0.93095,0.98591,0.98935,0.71812,1.30905,2.37912,1.19092,0.000208,0.000208,0.000208
82,1841.11,1.00411,2.38137,1.12183,0.93793,0.97943,0.99009,0.73771,1.18919,2.23923,1.1437,0.0001981,0.0001981,0.0001981
83,1857.94,1.02393,2.41682,1.12828,0.97238,0.96133,0.98965,0.74032,1.20622,2.27157,1.14996,0.0001882,0.0001882,0.0001882
84,1874.71,1.04743,2.46221,1.16383,0.95418,0.96712,0.98884,0.72539,1.25827,2.35988,1.17394,0.0001783,0.0001783,0.0001783
85,1891.8,1.01212,2.35741,1.13681,0.96614,0.96726,0.98869,0.74679,1.16891,2.22812,1.13196,0.0001684,0.0001684,0.0001684
86,1909.38,1.00928,2.31696,1.13279,0.9554,0.97379,0.9893,0.725,1.29195,2.28878,1.18276,0.0001585,0.0001585,0.0001585
87,1926.73,1.00909,2.27419,1.13676,0.97398,0.95435,0.99076,0.74241,1.24402,2.24252,1.15458,0.0001486,0.0001486,0.0001486
88,1946.43,0.98197,2.27431,1.1113,0.96176,0.97398,0.99138,0.76386,1.14389,2.17152,1.11314,0.0001387,0.0001387,0.0001387
89,1965.14,0.96852,2.25224,1.09975,0.95978,0.98463,0.99145,0.75818,1.22139,2.16623,1.13734,0.0001288,0.0001288,0.0001288
90,1982.78,0.97384,2.19703,1.11181,0.95892,0.98078,0.9911,0.75397,1.21572,2.13462,1.13494,0.0001189,0.0001189,0.0001189
91,2000.58,0.97305,2.12762,1.11189,0.97202,0.9738,0.99111,0.77446,1.12272,2.06018,1.09958,0.000109,0.000109,0.000109
92,2018.1,0.94752,2.15629,1.10259,0.97441,0.97698,0.99203,0.74873,1.2622,2.15987,1.14846,9.91e-05,9.91e-05,9.91e-05
93,2035.5,0.94426,2.12681,1.10557,0.97001,0.98004,0.99245,0.77037,1.12424,2.02852,1.1003,8.92e-05,8.92e-05,8.92e-05
94,2052.42,0.93619,2.07778,1.09485,0.97644,0.97726,0.99208,0.76375,1.13725,2.03806,1.11297,7.93e-05,7.93e-05,7.93e-05
95,2069.68,0.9241,2.09483,1.08959,0.97156,0.97775,0.99202,0.76229,1.15225,2.05352,1.11525,6.94e-05,6.94e-05,6.94e-05
96,2087.05,0.91756,2.02461,1.0871,0.96994,0.97779,0.99203,0.7561,1.16886,2.07604,1.12296,5.95e-05,5.95e-05,5.95e-05
97,2104.19,0.9131,2.06815,1.10093,0.96769,0.98104,0.99181,0.7725,1.10799,2.00913,1.09859,4.96e-05,4.96e-05,4.96e-05
98,2121.21,0.92069,2.02798,1.08085,0.95705,0.98372,0.99182,0.77366,1.10297,1.98438,1.09648,3.97e-05,3.97e-05,3.97e-05
99,2138.55,0.90715,2.00453,1.07562,0.95615,0.9853,0.99197,0.76859,1.11538,1.98481,1.10084,2.98e-05,2.98e-05,2.98e-05
100,2155.71,0.90751,1.99044,1.09033,0.9547,0.98641,0.99225,0.76759,1.12871,1.99005,1.10431,1.99e-05,1.99e-05,1.99e-05
