epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,18122.2,1.01564,2.13122,1.2965,0.59396,0.54159,0.47661,0.33483,1.08093,2.15175,1.2813,0.000371209,0.000123736,0.000371209,0.000123736,0.000371209,0.000123736,0.000371209,0.000123736
68,18381.3,1.0028,2.03523,1.28251,0.60251,0.54341,0.47898,0.33353,1.12854,2.15789,1.31149,0.000360606,0.000120202,0.000360606,0.000120202,0.000360606,0.000120202,0.000360606,0.000120202
69,18633.4,1.02495,2.10208,1.29448,0.59901,0.52366,0.48424,0.33725,1.15059,2.14818,1.32408,0.000350003,0.000116668,0.000350003,0.000116668,0.000350003,0.000116668,0.000350003,0.000116668
70,18890.8,1.00796,2.12057,1.31584,0.61759,0.51945,0.49516,0.34462,1.12846,2.13894,1.30632,0.0003394,0.000113133,0.0003394,0.000113133,0.0003394,0.000113133,0.0003394,0.000113133
71,19145.4,1.00871,2.01676,1.29305,0.57741,0.51905,0.49055,0.34468,1.12384,2.13406,1.30872,0.000328797,0.000109599,0.000328797,0.000109599,0.000328797,0.000109599,0.000328797,0.000109599
72,19400.2,1.00706,2.0691,1.2857,0.59251,0.52804,0.49892,0.3466,1.14732,2.13615,1.32274,0.000318194,0.000106065,0.000318194,0.000106065,0.000318194,0.000106065,0.000318194,0.000106065
73,19653.3,1.03265,2.11946,1.29499,0.57772,0.50963,0.49459,0.34307,1.12739,2.14303,1.30711,0.000307591,0.00010253,0.000307591,0.00010253,0.000307591,0.00010253,0.000307591,0.00010253
74,19908.9,1.043,2.15815,1.32221,0.56618,0.53614,0.49152,0.33852,1.17088,2.14549,1.33146,0.000296988,9.89961e-05,0.000296988,9.89961e-05,0.000296988,9.89961e-05,0.000296988,9.89961e-05
75,20166.1,1.01058,2.0676,1.30859,0.56933,0.57374,0.49852,0.34477,1.16799,2.13871,1.33426,0.000286385,9.54618e-05,0.000286385,9.54618e-05,0.000286385,9.54618e-05,0.000286385,9.54618e-05
76,20420.3,1.00403,2.04195,1.28493,0.56499,0.5722,0.50301,0.35215,1.11352,2.11528,1.29847,0.000275782,9.19275e-05,0.000275782,9.19275e-05,0.000275782,9.19275e-05,0.000275782,9.19275e-05
